Trans Size,Total Contracts,Contracts,Premiums,Contracts.1,Premiums.1,Contracts.2,Premiums.2,Contracts.3,Premiums.3,porc,ds
CUST (11-49),7191799,"5,765,870",$1602194631.0000,"1,425,929",$554207775.0000,"3,106,407",$828806508.0000,"4,381,591",$1381316925.0000,calls,2020-10-23
CUST (50-UP),9193057,"6,569,383",$1806634238.0000,"2,623,674",$1036835666.0000,"4,052,858",$1176134441.0000,"5,576,137",$1564618685.0000,calls,2020-10-23
CUST (ALL),29219318,"22,786,685",$8554493866.0000,"6,432,633",$2970339020.0000,"12,068,789",$4108904132.0000,"17,540,004",$6922067473.5000,calls,2020-10-23
FIRM (ALL),2165287,"1,042,603",$528922627.0000,"1,122,684",$376569054.0000,"1,146,648",$581750943.0000,"1,230,421",$519767765.0000,calls,2020-10-23
M-M (ALL),28023513,0,$0,"28,023,513",$12007017135.5000,0,$0,"27,422,256",$12304851389.0000,calls,2020-10-23
TOTAL CALLS,59408118,"23,829,288",$9083416493.0000,"35,578,830",$15353925209.5000,"13,215,437",$4690655075.0000,"46,192,681",$19746686627.5000,calls,2020-10-23
CUST (1-10),5687452,"4,021,139",$2009871129.0000,"1,666,313",$1009043358.0000,"3,439,304",$1783600628.0000,"2,524,895",$1480927546.0000,puts,2020-10-23
CUST (11-49),3051754,"2,131,109",$617939440.0000,"920,645",$355327472.0000,"1,925,084",$641289338.0000,"1,340,285",$408429637.0000,puts,2020-10-23
CUST (50-UP),4651378,"2,576,776",$813459050.5000,"2,074,602",$762890523.0000,"2,548,599",$730381256.0000,"2,228,175",$637536716.0000,puts,2020-10-23
CUST (ALL),13390584,"8,729,024",$3441269619.5000,"4,661,560",$2127261353.0000,"7,912,987",$3155271222.0000,"6,093,355",$2526893899.0000,puts,2020-10-23
FIRM (ALL),1657031,"848,440",$535752817.0000,"808,591",$425266343.0000,"783,925",$504231227.0000,"736,024",$390714118.0000,puts,2020-10-23
M-M (ALL),14372779,0,$0,"14,372,779",$6788499856.0000,0,$0,"13,894,103",$6740939522.5000,puts,2020-10-23
TOTAL PUTS,29420394,"9,577,464",$3977022436.5000,"19,842,930",$9341027552.0000,"8,696,912",$3659502449.0000,"20,723,482",$9658547539.5000,puts,2020-10-23
CUST (1-10),18521914,"14,472,571",$7155536126.0000,"4,049,343",$2388338937.0000,"8,348,828",$3887563811.0000,"10,107,171",$5457059409.5000,comb,2020-10-23
CUST (11-49),10243553,"7,896,979",$2220134071.0000,"2,346,574",$909535247.0000,"5,031,491",$1470095846.0000,"5,721,876",$1789746562.0000,comb,2020-10-23
CUST (50-UP),13844435,"9,146,159",$2620093288.5000,"4,698,276",$1799726189.0000,"6,601,457",$1906515697.0000,"7,804,312",$2202155401.0000,comb,2020-10-23
CUST (ALL),42609902,"31,515,709",$11995763485.5000,"11,094,193",$5097600373.0000,"19,981,776",$7264175354.0000,"23,633,359",$9448961372.5000,comb,2020-10-23
FIRM (ALL),3822318,"1,891,043",$1064675444.0000,"1,931,275",$801835397.0000,"1,930,573",$1085982170.0000,"1,966,445",$910481883.0000,comb,2020-10-23
M-M (ALL),42396292,0,$0,"42,396,292",$18795516991.5000,0,$0,"41,316,359",$19045790911.5000,comb,2020-10-23
TOTAL COMB,88828512,"33,406,752",$13060438929.5000,"55,421,760",$24694952761.5000,"21,912,349",$8350157524.0000,"66,916,163",$29405234167.0000,comb,2020-10-23
CUST (1-10),11640375,"9,044,310",$5216848707.0000,"2,596,065",$1514678128.4000,"4,097,943",$2157430601.0000,"6,361,352",$3957052193.0000,calls,2020-10-30
CUST (11-49),6802920,"5,162,319",$1582926531.0000,"1,640,601",$584657248.6000,"2,681,587",$819351138.5000,"3,839,667",$1325120786.0000,calls,2020-10-30
CUST (50-UP),9451338,"6,395,816",$1885035995.5000,"3,055,522",$912252949.5000,"3,748,366",$1084263104.5000,"5,280,172",$1687076009.0000,calls,2020-10-30
CUST (ALL),27894633,"20,602,445",$8684811233.5000,"7,292,188",$3011588326.5000,"10,527,896",$4061044844.0000,"15,481,191",$6969248988.0000,calls,2020-10-30
FIRM (ALL),1868251,"917,592",$304422765.0000,"950,659",$497212273.0000,"1,160,266",$431016384.0000,"1,067,850",$389370122.0000,calls,2020-10-30
M-M (ALL),25420715,0,$0,"25,420,715",$12409307645.0000,0,$0,"26,946,396",$13056661905.0000,calls,2020-10-30
TOTAL CALLS,55183599,"21,520,037",$8989233998.5000,"33,663,562",$15918108244.5000,"11,688,162",$4492061228.0000,"43,495,437",$20415281015.0000,calls,2020-10-30
CUST (1-10),5654666,"3,794,652",$2071966645.5000,"1,860,014",$1604484143.0000,"3,305,649",$2046538236.0000,"2,912,720",$1763041290.0000,puts,2020-10-30
CUST (11-49),3243984,"2,172,844",$701786156.0000,"1,071,140",$534176847.5000,"1,928,985",$843387652.0000,"1,641,191",$554267055.0000,puts,2020-10-30
CUST (50-UP),4726784,"2,735,807",$754434285.5000,"1,990,977",$940617782.0000,"2,771,154",$1076849221.5000,"2,422,434",$832337721.0000,puts,2020-10-30
CUST (ALL),13625434,"8,703,303",$3528187087.0000,"4,922,131",$3079278772.5000,"8,005,788",$3966775109.5000,"6,976,345",$3149646066.0000,puts,2020-10-30
FIRM (ALL),1658282,"947,997",$687299335.0000,"710,285",$457987698.0000,"734,790",$411047616.0000,"806,049",$476031347.0000,puts,2020-10-30
M-M (ALL),16554868,0,$0,"16,554,868",$8848344564.5000,0,$0,"15,315,612",$8597597318.5000,puts,2020-10-30
TOTAL PUTS,31838584,"9,651,300",$4215486422.0000,"22,187,284",$12385611035.0000,"8,740,578",$4377822725.5000,"23,098,006",$12223274731.5000,puts,2020-10-30
CUST (1-10),17295041,"12,838,962",$7288815352.5000,"4,456,079",$3119162271.4000,"7,403,592",$4203968837.0000,"9,274,072",$5720093483.0000,comb,2020-10-30
CUST (11-49),10046904,"7,335,163",$2284712687.0000,"2,711,741",$1118834096.1000,"4,610,572",$1662738790.5000,"5,480,858",$1879387841.0000,comb,2020-10-30
CUST (50-UP),14178122,"9,131,623",$2639470281.0000,"5,046,499",$1852870731.5000,"6,519,520",$2161112326.0000,"7,702,606",$2519413730.0000,comb,2020-10-30
CUST (ALL),41520067,"29,305,748",$12212998320.5000,"12,214,319",$6090867099.0000,"18,533,684",$8027819953.5000,"22,457,536",$10118895054.0000,comb,2020-10-30
